item_label1;number_item_label1;item_class1;item_label2;number_item_label2;item_class2;correlation;p_value;relation_number;item_class1 (grupos)
"el interés e indagación de tu necesidad";"316";"Servicio";"la música y ambientación";"392";"Experiencia";"0.8436958338752909";"0.0207113874880811";9;"Servicio"
"el precio vs producto adquirido";"326";"Producto";"la amabilidad en la atención";"392";"Servicio";"0.1048284836721918";"0.0222039041404772";9;"Producto"
"la experiencia y diversión para los niños/as";"342";"Experiencia";"la facilidad para contactarnos";"374";"Servicio";"0.6952845270170557";"0.025380517381281";33;"5"
"la experiencia y diversión para los niños/as";"342";"Experiencia";"los probadores/Vestier";"316";"Experiencia";"0.5159542530193846";"0.0255055608653462";57;"5"
"la Información sobre cambios y garantías";"310";"Experiencia";"la amabilidad de la persona que te atendió";"392";"Servicio";"0.780924191322431";"0.026272175259556";29;"5"
"la Información sobre cambios y garantías";"310";"Experiencia";"la satisfacción general con tu experiencia de compra";"369";"Experiencia";"0.7379802573639975";"0.0264727489342946";31;"5"
"la música y ambientación";"392";"Experiencia";"los probadores/Vestier";"316";"Experiencia";"0.4134146447809077";"0.0297143874957993";28;"5"
"el interés e indagación de tu necesidad";"316";"Servicio";"el precio vs producto adquirido";"326";"Producto";"0.7774288420142416";"0.0312062484279003";22;"Servicio"
"la atención e interés por el niño o la niña";"337";"Servicio";"los espacios de diversión para los niños";"314";"Experiencia";"0.3152441624956403";"0.032274985966952";12;"Servicio"
"el diseño de los productos";"401";"Producto";"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"0.4554464375000176";"0.0368249273205085";26;"Producto"
"NPS";"6342";"NPS";"¿Qué tan posible es que vuelvas a comprar en las tiendas de OFFCORSS?";"936";"NPS";"0.7729593565660016";"0.041294517206842";638;"4"
"la satisfacción general con la solución a tu caso";"351";"Servicio";"la satisfacción general con tu experiencia de compra";"369";"Experiencia";"0.9411750737560808";"0.0439402153063982";39;"Servicio"
"la Información sobre cambios y garantías";"310";"Experiencia";"la agilidad en el proceso de pago";"384";"Experiencia";"0.7013206360401774";"0.0518192829383493";60;"5"
"el diseño de los productos";"401";"Producto";"el precio vs producto adquirido";"326";"Producto";"0.2708681694429806";"0.0530978183135557";11;"Producto"
"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"la exhibición de los productos dentro de la tienda";"415";"Producto";"0.2335496832484568";"0.0532319852752332";13;"Servicio"
"la disponibilidad de los productos";"376";"Producto";"la facilidad para encontrar lo que buscabas";"394";"Servicio";"0.7807724367345306";"0.0582528663429478";38;"Producto"
"el diseño de los productos";"401";"Producto";"la satisfacción general con los productos";"385";"Producto";"0.535331827647122";"0.0586815269055522";59;"Producto"
"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"la calidad de los productos";"382";"Producto";"0.0968245836551854";"0.0652879528891119";15;"Servicio"
"el tiempo de respuesta";"347";"Servicio";"la experiencia y diversión para los niños/as";"342";"Experiencia";"0.5841584158415841";"0.0694585820262896";14;"Servicio"
"la satisfacción general con la asesoría y servicio";"393";"Servicio";"los espacios de diversión para los niños";"314";"Experiencia";"0.2656266012454299";"0.0703338622992329";11;"Servicio"
"el precio vs producto adquirido";"326";"Producto";"la satisfacción general con la asesoría y servicio";"393";"Servicio";"0.9128709291752768";"0.0704839969102199";5;"Producto"
"la amabilidad de la persona que te atendió";"392";"Servicio";"la experiencia y diversión para los niños/as";"342";"Experiencia";"0.6125984951503902";"0.0709870380756581";28;"Servicio"
"la amabilidad en la atención";"392";"Servicio";"la variedad de productos en la tienda";"404";"Producto";"0.3674813628643882";"0.0726807704403426";24;"Servicio"
"el diseño de las vitrinas";"345";"Experiencia";"el precio vs producto adquirido";"326";"Producto";"0.3162277660168379";"0.0755868184216124";6;"5"
"el precio vs producto adquirido";"326";"Producto";"la exhibición de los productos dentro de la tienda";"415";"Producto";"-0.0830454798537399";"0.0755868184216124";6;"Producto"
"el acompañamiento durante la compra";"426";"Servicio";"el precio vs producto adquirido";"326";"Producto";"0.5714285714285714";"0.0815533987016056";11;"Servicio"
"el diseño de las vitrinas";"345";"Experiencia";"los probadores/Vestier";"316";"Experiencia";"0.7453559924999298";"0.0818642311656944";12;"5"
"la experiencia y diversión para los niños/as";"342";"Experiencia";"los espacios de diversión para los niños";"314";"Experiencia";"0.9200987231468196";"0.0820974330649426";13;"5"
"el tiempo de respuesta";"347";"Servicio";"la satisfacción general con la solución a tu caso";"351";"Servicio";"0.722806322324201";"0.0831548665581954";39;"Servicio"
"la exhibición de los productos dentro de la tienda";"415";"Producto";"la experiencia y diversión para los niños/as";"342";"Experiencia";"0.5310850045437944";"0.0876932569773783";14;"Producto"
"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"la atención e interés por el niño o la niña";"337";"Servicio";"0.7378522017874537";"0.0881671763210893";40;"Servicio"
"la amabilidad de la persona que te atendió";"392";"Servicio";"los espacios de diversión para los niños";"314";"Experiencia";"-0.2095395190312374";"0.0948468697782053";11;"Servicio"
"la Información sobre cambios y garantías";"310";"Experiencia";"los espacios de diversión para los niños";"314";"Experiencia";"0.6340294594746585";"0.0954520089927406";9;"5"
"la satisfacción general con tu experiencia de compra";"369";"Experiencia";"los espacios de diversión para los niños";"314";"Experiencia";"0.7844645405527362";"0.0957339094712593";10;"5"
"el interés e indagación de tu necesidad";"316";"Servicio";"la exhibición de los productos dentro de la tienda";"415";"Producto";"0.4551495636817562";"0.0961608855308696";18;"Servicio"
"la calidad de los productos";"382";"Producto";"la variedad de productos en la tienda";"404";"Producto";"0.3750457847507963";"0.0961616389711567";17;"Producto"
"la satisfacción general con la solución a tu caso";"351";"Servicio";"los espacios de diversión para los niños";"314";"Experiencia";"0.6666666666666667";"0.0993006832137267";5;"Servicio"
"la satisfacción general con tu experiencia de compra";"369";"Experiencia";"los probadores/Vestier";"316";"Experiencia";"0.4082482904638631";"0.1036845279999081";18;"5"
"el interés e indagación de tu necesidad";"316";"Servicio";"la satisfacción general con los productos";"385";"Producto";"0.2294157338705617";"0.1037864915862715";9;"Servicio"
"la calidad de los productos";"382";"Producto";"los espacios de diversión para los niños";"314";"Experiencia";"-0.5813183589761798";"0.1105666907312355";6;"Producto"
"la agilidad en el proceso de pago";"384";"Experiencia";"la experiencia y diversión para los niños/as";"342";"Experiencia";"0.3392998230651797";"0.1325053142197811";35;"5"
"el acompañamiento durante la compra";"426";"Servicio";"los espacios de diversión para los niños";"314";"Experiencia";"0.5425437600653231";"0.1327417224064407";35;"Servicio"
"la Información sobre los productos";"380";"Producto";"los probadores/Vestier";"316";"Experiencia";"0.7877854229560239";"0.1333624034914859";41;"Producto"
"la música y ambientación";"392";"Experiencia";"la satisfacción general con tu experiencia de compra";"369";"Experiencia";"0.6012750165852729";"0.1346552565620601";23;"5"
"el tiempo de respuesta";"347";"Servicio";"la amabilidad de la persona que te atendió";"392";"Servicio";"0.8306156624061397";"0.134907775051724";56;"Servicio"
"la atención e interés por el niño o la niña";"337";"Servicio";"la exhibición de los productos dentro de la tienda";"415";"Producto";"0.1020620726159657";"0.1373613938324929";19;"Servicio"
"el diseño de las vitrinas";"345";"Experiencia";"el diseño de los productos";"401";"Producto";"0.3631107949765528";"0.1375622160458356";18;"5"
"el tiempo de respuesta";"347";"Servicio";"los espacios de diversión para los niños";"314";"Experiencia";"0.4961389383568338";"0.1381847553511832";10;"Servicio"
"la amabilidad en la atención";"392";"Servicio";"los espacios de diversión para los niños";"314";"Experiencia";"-0.6250000000000001";"0.1438108087116039";6;"Servicio"
"la Información sobre los productos";"380";"Producto";"la música y ambientación";"392";"Experiencia";"0.6057214146573536";"0.1472133244149755";31;"Producto"
"el diseño de los productos";"401";"Producto";"los espacios de diversión para los niños";"314";"Experiencia";"0.1364267906529425";"0.1507504566021195";13;"Producto"
"la experiencia y diversión para los niños/as";"342";"Experiencia";"la música y ambientación";"392";"Experiencia";"0.6119487950807891";"0.1622978330758007";21;"5"
"el interés e indagación de tu necesidad";"316";"Servicio";"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"0.606976978666884";"0.1622978330758007";21;"Servicio"
"el interés e indagación de tu necesidad";"316";"Servicio";"la disponibilidad de los productos";"376";"Producto";"0.9473914155187068";"0.1660868135182956";12;"Servicio"
"la Información sobre cambios y garantías";"310";"Experiencia";"la música y ambientación";"392";"Experiencia";"0.5222329678670935";"0.1660868135182956";12;"5"
"la amabilidad en la atención";"392";"Servicio";"la música y ambientación";"392";"Experiencia";"NaN";"0.1704706607870537";8;"Servicio"
"la facilidad para encontrar lo que buscabas";"394";"Servicio";"la satisfacción general con los productos";"385";"Producto";"0.8062257748298551";"0.1723082967304";7;"Servicio"
"el interés e indagación de tu necesidad";"316";"Servicio";"la variedad de productos en la tienda";"404";"Producto";"0.710046946804693";"0.1723082967304";7;"Servicio"
"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"la Información sobre cambios y garantías";"310";"Experiencia";"0.5477225575051663";"0.1723082967304001";7;"Servicio"
"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"la amabilidad de la persona que te atendió";"392";"Servicio";"0.4714045207910318";"0.1723082967304001";7;"Servicio"
"el tiempo de respuesta";"347";"Servicio";"la calidad de los productos";"382";"Producto";"NaN";"0.1723082967304001";7;"Servicio"
"el acompañamiento durante la compra";"426";"Servicio";"la agilidad en el proceso de pago";"384";"Experiencia";"0.3630958069469013";"0.1734222575989557";36;"Servicio"
"la exhibición de los productos dentro de la tienda";"415";"Producto";"la satisfacción general con la solución a tu caso";"351";"Servicio";"0.7905694150420949";"0.1746878142641195";6;"Producto"
"la amabilidad de la persona que te atendió";"392";"Servicio";"la atención e interés por el niño o la niña";"337";"Servicio";"0.875";"0.1778078083562214";5;"Servicio"
"la facilidad para contactarnos";"374";"Servicio";"la satisfacción general con la asesoría y servicio";"393";"Servicio";"0.4082482904638631";"0.1778078083562214";5;"Servicio"
"el interés e indagación de tu necesidad";"316";"Servicio";"la facilidad para contactarnos";"374";"Servicio";"0.4082482904638631";"0.1778078083562214";5;"Servicio"
"el interés e indagación de tu necesidad";"316";"Servicio";"la satisfacción general con tu experiencia de compra";"369";"Experiencia";"0.4082482904638631";"0.1778078083562214";5;"Servicio"
"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"la satisfacción general con tu experiencia de compra";"369";"Experiencia";"0.4082482904638631";"0.1778078083562214";5;"Servicio"
"el tiempo de respuesta";"347";"Servicio";"la satisfacción general con la asesoría y servicio";"393";"Servicio";"NaN";"0.1778078083562214";5;"Servicio"
"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"el precio vs producto adquirido";"326";"Producto";"NaN";"0.1778078083562214";5;"Servicio"
"la Información sobre cambios y garantías";"310";"Experiencia";"la exhibición de los productos dentro de la tienda";"415";"Producto";"-0.1001670844941266";"0.1803429161173727";12;"5"
"la atención e interés por el niño o la niña";"337";"Servicio";"la facilidad para encontrar lo que buscabas";"394";"Servicio";"0.3516855356301667";"0.1808207025958053";45;"Servicio"
"el diseño de los productos";"401";"Producto";"la amabilidad en la atención";"392";"Servicio";"0.8177143244543967";"0.185271900251848";24;"Producto"
"la satisfacción general con la asesoría y servicio";"393";"Servicio";"la satisfacción general con tu experiencia de compra";"369";"Experiencia";"0.6477984695434662";"0.1901514306230486";13;"Servicio"
"el diseño de las vitrinas";"345";"Experiencia";"la Información sobre los productos";"380";"Producto";"0.0178752019816135";"0.1981890401134475";39;"5"
"el diseño de las vitrinas";"345";"Experiencia";"la variedad de productos en la tienda";"404";"Producto";"0.2581988897471611";"0.1996216727260799";7;"5"
"el diseño de las vitrinas";"345";"Experiencia";"la exhibición de los productos dentro de la tienda";"415";"Producto";"0.6987150705029006";"0.2092567299251263";48;"5"
"el interés e indagación de tu necesidad";"316";"Servicio";"la amabilidad en la atención";"392";"Servicio";"0.6827833206212106";"0.2118771591975749";51;"Servicio"
"la Información sobre cambios y garantías";"310";"Experiencia";"la experiencia y diversión para los niños/as";"342";"Experiencia";"0.5976143046671968";"0.2162483651372662";16;"5"
"la facilidad para encontrar lo que buscabas";"394";"Servicio";"la satisfacción general con la asesoría y servicio";"393";"Servicio";"0.4319883778072316";"0.2255767803774947";36;"Servicio"
"el diseño de las vitrinas";"345";"Experiencia";"la Información sobre cambios y garantías";"310";"Experiencia";"0.0698430295769578";"0.2353874772781899";6;"5"
"el acompañamiento durante la compra";"426";"Servicio";"la Información sobre cambios y garantías";"310";"Experiencia";"0.0456873511701266";"0.2359881318866417";12;"Servicio"
"el tiempo de respuesta";"347";"Servicio";"la Información sobre cambios y garantías";"310";"Experiencia";"0.6175284727456689";"0.25350472439905";38;"Servicio"
"el acompañamiento durante la compra";"426";"Servicio";"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"0.5204908320065358";"0.261036390677783";66;"Servicio"
"el diseño de los productos";"401";"Producto";"la calidad de los productos";"382";"Producto";"0.6978066483726462";"0.2629722946836693";34;"Producto"
"el precio vs producto adquirido";"326";"Producto";"la variedad de productos en la tienda";"404";"Producto";"0.1740776559556978";"0.2643228801997276";28;"Producto"
"la Información sobre los productos";"380";"Producto";"la satisfacción general con tu experiencia de compra";"369";"Experiencia";"0.3075785792435169";"0.2652487734787708";25;"Producto"
"la agilidad en el proceso de pago";"384";"Experiencia";"la amabilidad de la persona que te atendió";"392";"Servicio";"0.7261284586946017";"0.2656104926976462";24;"5"
"el precio vs producto adquirido";"326";"Producto";"la facilidad para encontrar lo que buscabas";"394";"Servicio";"0.3216337604513384";"0.2702110643932934";16;"Producto"
"el acompañamiento durante la compra";"426";"Servicio";"la calidad de los productos";"382";"Producto";"0.5555555555555556";"0.2753455487087303";8;"Servicio"
"la música y ambientación";"392";"Experiencia";"la satisfacción general con la solución a tu caso";"351";"Servicio";"-0.1209834796239568";"0.2755177146900527";9;"5"
"la disponibilidad de los productos";"376";"Producto";"la exhibición de los productos dentro de la tienda";"415";"Producto";"0.107676380411633";"0.276727019869968";11;"Producto"
"el diseño de los productos";"401";"Producto";"la experiencia y diversión para los niños/as";"342";"Experiencia";"-0.2282177322938192";"0.2796582909046577";7;"Producto"
"la facilidad para encontrar lo que buscabas";"394";"Servicio";"los espacios de diversión para los niños";"314";"Experiencia";"-0.3535533905932738";"0.285590940645201";6;"Servicio"
"la satisfacción general con la asesoría y servicio";"393";"Servicio";"la satisfacción general con los productos";"385";"Producto";"-0.4564354645876385";"0.2942563680244261";5;"Servicio"
"la atención e interés por el niño o la niña";"337";"Servicio";"la disponibilidad de los productos";"376";"Producto";"0.6888493582553882";"0.2980207007542182";18;"Servicio"
"el precio vs producto adquirido";"326";"Producto";"la disponibilidad de los productos";"376";"Producto";"0.3954451423680188";"0.2981589422612565";50;"Producto"
"el acompañamiento durante la compra";"426";"Servicio";"la facilidad para encontrar lo que buscabas";"394";"Servicio";"-0.0698856557814612";"0.2987189818317305";10;"Servicio"
"la disponibilidad de los productos";"376";"Producto";"los probadores/Vestier";"316";"Experiencia";"0";"0.3045587846805349";5;"Producto"
"la amabilidad de la persona que te atendió";"392";"Servicio";"la satisfacción general con la solución a tu caso";"351";"Servicio";"0.7899499522919836";"0.3060003059860691";94;"Servicio"
"la facilidad para contactarnos";"374";"Servicio";"los espacios de diversión para los niños";"314";"Experiencia";"0.0639456834479231";"0.3158906629549419";8;"Servicio"
"la amabilidad en la atención";"392";"Servicio";"la calidad de los productos";"382";"Producto";"0.4378207007358179";"0.3211974824631683";63;"Servicio"
"el acompañamiento durante la compra";"426";"Servicio";"la satisfacción general con la asesoría y servicio";"393";"Servicio";"0.9910939155779162";"0.3224313400159678";48;"Servicio"
"el tiempo de respuesta";"347";"Servicio";"la agilidad en el proceso de pago";"384";"Experiencia";"0.9559871113559336";"0.3243747105262046";35;"Servicio"
"la agilidad en el proceso de pago";"384";"Experiencia";"la satisfacción general con tu experiencia de compra";"369";"Experiencia";"0.7929456344859236";"0.3265270222606143";27;"5"
"la amabilidad en la atención";"392";"Servicio";"la atención e interés por el niño o la niña";"337";"Servicio";"0.9759129628392746";"0.3281832618806692";23;"Servicio"
"el acompañamiento durante la compra";"426";"Servicio";"la atención e interés por el niño o la niña";"337";"Servicio";"0.4712233855217926";"0.3313327620386782";18;"Servicio"
"la calidad de los productos";"382";"Producto";"la satisfacción general con los productos";"385";"Producto";"0.6846531968814576";"0.3321949846529793";17;"Producto"
"la disponibilidad de los productos";"376";"Producto";"la variedad de productos en la tienda";"404";"Producto";"0.9867960738005634";"0.333170135915476";16;"Producto"
"la Información sobre cambios y garantías";"310";"Experiencia";"la satisfacción general con la solución a tu caso";"351";"Servicio";"0.3383414385564757";"0.333170135915476";16;"5"
"la Información sobre los productos";"380";"Producto";"la facilidad para contactarnos";"374";"Servicio";"0.9014729960756244";"0.3342819433946576";15;"Producto"
"la amabilidad en la atención";"392";"Servicio";"la satisfacción general con los productos";"385";"Producto";"0.778498944161523";"0.3370490579535843";13;"Servicio"
"la agilidad en el proceso de pago";"384";"Experiencia";"los probadores/Vestier";"316";"Experiencia";"0.8623479969227099";"0.3408931323020596";11;"5"
"la exhibición de los productos dentro de la tienda";"415";"Producto";"la satisfacción general con tu experiencia de compra";"369";"Experiencia";"0.769800358919501";"0.3408931323020596";11;"Producto"
"la Información sobre los productos";"380";"Producto";"la facilidad para encontrar lo que buscabas";"394";"Servicio";"0.1336306209562122";"0.3408931323020596";11;"Producto"
"el tiempo de respuesta";"347";"Servicio";"la música y ambientación";"392";"Experiencia";"NaN";"0.3408931323020596";11;"Servicio"
"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"la satisfacción general con la asesoría y servicio";"393";"Servicio";"0.7637626158259732";"0.3434363961379135";10;"Servicio"
"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"la Información sobre los productos";"380";"Producto";"0.7745966692414833";"0.3506166628202073";8;"Servicio"
"la Información sobre los productos";"380";"Producto";"la satisfacción general con la solución a tu caso";"351";"Servicio";"0.74535599249993";"0.3506166628202073";8;"Producto"
"la amabilidad de la persona que te atendió";"392";"Servicio";"la satisfacción general con la asesoría y servicio";"393";"Servicio";"0.6546536707079773";"0.3506166628202073";8;"Servicio"
"el diseño de las vitrinas";"345";"Experiencia";"la calidad de los productos";"382";"Producto";"0.408248290463863";"0.3506166628202073";8;"5"
"la calidad de los productos";"382";"Producto";"la música y ambientación";"392";"Experiencia";"NaN";"0.3506166628202073";8;"Producto"
"la facilidad para contactarnos";"374";"Servicio";"los probadores/Vestier";"316";"Experiencia";"1";"0.355917683749582";7;"Servicio"
"la exhibición de los productos dentro de la tienda";"415";"Producto";"la facilidad para contactarnos";"374";"Servicio";"0.996546439928714";"0.355917683749582";7;"Producto"
"el acompañamiento durante la compra";"426";"Servicio";"la amabilidad de la persona que te atendió";"392";"Servicio";"0.6454972243679029";"0.355917683749582";7;"Servicio"
"el acompañamiento durante la compra";"426";"Servicio";"la satisfacción general con tu experiencia de compra";"369";"Experiencia";"0.6454972243679029";"0.355917683749582";7;"Servicio"
"el precio vs producto adquirido";"326";"Producto";"la atención e interés por el niño o la niña";"337";"Servicio";"0.3721042037676254";"0.355917683749582";7;"Producto"
"el interés e indagación de tu necesidad";"316";"Servicio";"los probadores/Vestier";"316";"Experiencia";"0.3721042037676254";"0.355917683749582";7;"Servicio"
"el acompañamiento durante la compra";"426";"Servicio";"la variedad de productos en la tienda";"404";"Producto";"0.3535533905932737";"0.355917683749582";7;"Servicio"
"la atención e interés por el niño o la niña";"337";"Servicio";"la satisfacción general con los productos";"385";"Producto";"0.3202563076101743";"0.355917683749582";7;"Servicio"
"la atención e interés por el niño o la niña";"337";"Servicio";"la calidad de los productos";"382";"Producto";"0.3202563076101743";"0.355917683749582";7;"Servicio"
"el diseño de los productos";"401";"Producto";"la Información sobre los productos";"380";"Producto";"-0.3535533905932737";"0.355917683749582";7;"Producto"
"el acompañamiento durante la compra";"426";"Servicio";"la facilidad para contactarnos";"374";"Servicio";"0.6324555320336759";"0.3632174676491225";6;"Servicio"
"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"la satisfacción general con los productos";"385";"Producto";"-0.447213595499958";"0.3632174676491225";6;"Servicio"
"la Información sobre los productos";"380";"Producto";"la agilidad en el proceso de pago";"384";"Experiencia";"0.3799893513052794";"0.3649468326929435";14;"Producto"
"el tiempo de respuesta";"347";"Servicio";"la Información sobre los productos";"380";"Producto";"0.6490983714339646";"0.3733371336644256";35;"Servicio"
"la experiencia y diversión para los niños/as";"342";"Experiencia";"la satisfacción general con la asesoría y servicio";"393";"Servicio";"0.840168050416806";"0.3739009663000588";5;"5"
"el acompañamiento durante la compra";"426";"Servicio";"la experiencia y diversión para los niños/as";"342";"Experiencia";"0.74535599249993";"0.3739009663000588";5;"Servicio"
"la amabilidad de la persona que te atendió";"392";"Servicio";"la amabilidad en la atención";"392";"Servicio";"0.6123724356957946";"0.3739009663000588";5;"Servicio"
"el diseño de las vitrinas";"345";"Experiencia";"el tiempo de respuesta";"347";"Servicio";"NaN";"0.3739009663000588";5;"5"
"el tiempo de respuesta";"347";"Servicio";"la facilidad para encontrar lo que buscabas";"394";"Servicio";"NaN";"0.3739009663000588";5;"Servicio"
"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"la facilidad para encontrar lo que buscabas";"394";"Servicio";"0.5851427466969775";"0.3891839006657981";53;"Servicio"
"el diseño de las vitrinas";"345";"Experiencia";"la disponibilidad de los productos";"376";"Producto";"-0.0978231976089037";"0.3972038407802933";9;"5"
"la exhibición de los productos dentro de la tienda";"415";"Producto";"la satisfacción general con la asesoría y servicio";"393";"Servicio";"0.8560623463128474";"0.423495088493346";30;"Producto"
"la amabilidad en la atención";"392";"Servicio";"la satisfacción general con la asesoría y servicio";"393";"Servicio";"0.8326863200918628";"0.424173642082117";28;"Servicio"
"el acompañamiento durante la compra";"426";"Servicio";"la exhibición de los productos dentro de la tienda";"415";"Producto";"0.6723629353542935";"0.428106976002339";58;"Servicio"
"la atención e interés por el niño o la niña";"337";"Servicio";"la satisfacción general con la asesoría y servicio";"393";"Servicio";"0.4140393356054125";"0.4382058993376581";12;"Servicio"
"el acompañamiento durante la compra";"426";"Servicio";"el diseño de los productos";"401";"Producto";"-0.3563483225498991";"0.4405216964361721";11;"Servicio"
"la amabilidad de la persona que te atendió";"392";"Servicio";"los probadores/Vestier";"316";"Experiencia";"0.454681344833694";"0.455354638381868";17;"Servicio"
"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"la variedad de productos en la tienda";"404";"Producto";"-0.0589255650988789";"0.4570516478374689";7;"Servicio"
"la exhibición de los productos dentro de la tienda";"415";"Producto";"la variedad de productos en la tienda";"404";"Producto";"-0.1581138830084189";"0.465022638260757";6;"Producto"
"la satisfacción general con la asesoría y servicio";"393";"Servicio";"la variedad de productos en la tienda";"404";"Producto";"-0.242535625036333";"0.465022638260757";6;"Servicio"
"el diseño de los productos";"401";"Producto";"los probadores/Vestier";"316";"Experiencia";"-0.2927700218845599";"0.465022638260757";6;"Producto"
"el acompañamiento durante la compra";"426";"Servicio";"la música y ambientación";"392";"Experiencia";"0.034985571427066";"0.4664850191629107";17;"Servicio"
"el diseño de las vitrinas";"345";"Experiencia";"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"0.665163911350256";"0.475617087012039";32;"5"
"la Información sobre cambios y garantías";"310";"Experiencia";"la satisfacción general con la asesoría y servicio";"393";"Servicio";"0.659451956102266";"0.4826646580753279";18;"5"
"la agilidad en el proceso de pago";"384";"Experiencia";"la atención e interés por el niño o la niña";"337";"Servicio";"0.7267381978674992";"0.5058518285908016";11;"5"
"el interés e indagación de tu necesidad";"316";"Servicio";"la facilidad para encontrar lo que buscabas";"394";"Servicio";"0.4453520388043414";"0.5222164354880903";29;"Servicio"
"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"la música y ambientación";"392";"Experiencia";"0.5323985062691117";"0.5274703227829307";25;"Servicio"
"la disponibilidad de los productos";"376";"Producto";"la música y ambientación";"392";"Experiencia";"0.0796880914372484";"0.5291629481681215";17;"Producto"
"el acompañamiento durante la compra";"426";"Servicio";"los probadores/Vestier";"316";"Experiencia";"0.2593218476574586";"0.5402103478344087";21;"Servicio"
"la disponibilidad de los productos";"376";"Producto";"los espacios de diversión para los niños";"314";"Experiencia";"0.4024922359499621";"0.5587899692492138";9;"Producto"
"la agilidad en el proceso de pago";"384";"Experiencia";"la música y ambientación";"392";"Experiencia";"0.0705011934074645";"0.5627808900513802";19;"5"
"la facilidad para contactarnos";"374";"Servicio";"la satisfacción general con la solución a tu caso";"351";"Servicio";"0.5620834987870981";"0.5706348819380027";38;"Servicio"
"la Información sobre cambios y garantías";"310";"Experiencia";"la Información sobre los productos";"380";"Producto";"0.668295112572225";"0.5728237097599886";29;"5"
"la facilidad para contactarnos";"374";"Servicio";"la música y ambientación";"392";"Experiencia";"0.3768271744461561";"0.5738965965433273";26;"Servicio"
"el diseño de las vitrinas";"345";"Experiencia";"la facilidad para encontrar lo que buscabas";"394";"Servicio";"0.3162277660168379";"0.5785552980043591";18;"5"
"el diseño de los productos";"401";"Producto";"la facilidad para encontrar lo que buscabas";"394";"Servicio";"0.8901668356098578";"0.5804709682596473";16;"Producto"
"el interés e indagación de tu necesidad";"316";"Servicio";"la satisfacción general con la asesoría y servicio";"393";"Servicio";"0.4622501635210243";"0.5804709682596473";16;"Servicio"
"la calidad de los productos";"382";"Producto";"la satisfacción general con la asesoría y servicio";"393";"Servicio";"0.3026137663344012";"0.5804709682596473";16;"Producto"
"el diseño de las vitrinas";"345";"Experiencia";"la amabilidad en la atención";"392";"Servicio";"0.5969555529546482";"0.5829538031976742";14;"5"
"la exhibición de los productos dentro de la tienda";"415";"Producto";"la facilidad para encontrar lo que buscabas";"394";"Servicio";"0.2581988897471611";"0.5862993069206738";12;"Producto"
"la variedad de productos en la tienda";"404";"Producto";"los espacios de diversión para los niños";"314";"Experiencia";"-0.3100868364730211";"0.587049639787056";5;"Producto"
"la amabilidad en la atención";"392";"Servicio";"la exhibición de los productos dentro de la tienda";"415";"Producto";"-0.1666666666666666";"0.5910512317836047";10;"Servicio"
"el ofrecimiento de opciones para complementar el look";"353";"Servicio";"la amabilidad en la atención";"392";"Servicio";"0.1490711984999859";"0.5983311559987461";8;"Servicio"
"el acompañamiento durante la compra";"426";"Servicio";"la disponibilidad de los productos";"376";"Producto";"-0.2132007163556104";"0.5983311559987461";8;"Servicio"
"la exhibición de los productos dentro de la tienda";"415";"Producto";"la música y ambientación";"392";"Experiencia";"0.6250908158904347";"0.59966515689969";38;"Producto"
"la experiencia y diversión para los niños/as";"342";"Experiencia";"la satisfacción general con la solución a tu caso";"351";"Servicio";"0.8810741752911102";"0.5998481634069479";37;"5"
"la atención e interés por el niño o la niña";"337";"Servicio";"la música y ambientación";"392";"Experiencia";"0.5010749999851217";"0.6000414713373239";36;"Servicio"
"la Información sobre los productos";"380";"Producto";"la calidad de los productos";"382";"Producto";"0.0912870929175276";"0.6036450565101364";7;"Producto"
"el diseño de las vitrinas";"345";"Experiencia";"la agilidad en el proceso de pago";"384";"Experiencia";"0.4629100498862757";"0.6108811833962551";6;"5"
"el acompañamiento durante la compra";"426";"Servicio";"la satisfacción general con los productos";"385";"Producto";"-0.3162277660168379";"0.6108811833962551";6;"Servicio"
"la agilidad en el proceso de pago";"384";"Experiencia";"la calidad de los productos";"382";"Producto";"-0.3162277660168379";"0.6108811833962551";6;"5"
"la experiencia y diversión para los niños/as";"342";"Experiencia";"la facilidad para encontrar lo que buscabas";"394";"Servicio";"-0.4264014327112209";"0.6108811833962551";6;"5"
"la facilidad para encontrar lo que buscabas";"394";"Servicio";"la satisfacción general con tu experiencia de compra";"369";"Experiencia";"0.7717436331412898";"0.6213082950374968";5;"Servicio"
