Id;SurveyAnswerID;Language;Score;Magnitude;Sentimiento
120;1275;"es";0,89999997615814209;0,89999997615814209;"Postivo"
121;1283;"es";0,89999997615814209;0,89999997615814209;"Postivo"
123;1297;"es";0,89999997615814209;0,89999997615814209;"Postivo"
124;1303;"es";0,89999997615814209;0,89999997615814209;"Postivo"
125;1311;"es";0,89999997615814209;0,89999997615814209;"Postivo"
128;1330;"es";0,89999997615814209;0,89999997615814209;"Postivo"
129;1334;"es";0,89999997615814209;0,89999997615814209;"Postivo"
130;1338;"es";0,89999997615814209;0,89999997615814209;"Postivo"
131;1346;"es";0,89999997615814209;0,89999997615814209;"Postivo"
133;1362;"es";0,89999997615814209;0,89999997615814209;"Postivo"
135;1378;"es";0,89999997615814209;0,89999997615814209;"Postivo"
136;1384;"es";0,89999997615814209;0,89999997615814209;"Postivo"
137;1392;"es";0,89999997615814209;0,89999997615814209;"Postivo"
145;1452;"es";0,89999997615814209;0,89999997615814209;"Postivo"
147;1464;"es";0,89999997615814209;0,89999997615814209;"Postivo"
148;1468;"es";0,89999997615814209;0,89999997615814209;"Postivo"
149;1472;"es";0,89999997615814209;0,89999997615814209;"Postivo"
151;1484;"es";0,89999997615814209;0,89999997615814209;"Postivo"
152;1492;"es";0,89999997615814209;0,89999997615814209;"Postivo"
155;1513;"es";0,89999997615814209;0,89999997615814209;"Postivo"
160;1552;"es";0,89999997615814209;0,89999997615814209;"Postivo"
161;1556;"es";0,89999997615814209;0,89999997615814209;"Postivo"
162;1560;"es";0,89999997615814209;0,89999997615814209;"Postivo"
164;1572;"es";0,89999997615814209;0,89999997615814209;"Postivo"
166;1584;"es";0,89999997615814209;0,89999997615814209;"Postivo"
167;1593;"es";0,89999997615814209;0,89999997615814209;"Postivo"
169;1602;"es";0,89999997615814209;0,89999997615814209;"Postivo"
171;1614;"es";0,89999997615814209;0,89999997615814209;"Postivo"
172;1623;"es";0,89999997615814209;0,89999997615814209;"Postivo"
173;1632;"es";0,89999997615814209;0,89999997615814209;"Postivo"
174;1640;"es";0,89999997615814209;0,89999997615814209;"Postivo"
176;1652;"es";0,89999997615814209;0,89999997615814209;"Postivo"
177;1660;"es";0,89999997615814209;0,89999997615814209;"Postivo"
178;1664;"es";0,89999997615814209;0,89999997615814209;"Postivo"
180;1681;"es";0,89999997615814209;0,89999997615814209;"Postivo"
182;1698;"es";0,89999997615814209;0,89999997615814209;"Postivo"
183;1707;"es";0,89999997615814209;0,89999997615814209;"Postivo"
184;1713;"es";0,89999997615814209;0,89999997615814209;"Postivo"
186;1725;"es";0,89999997615814209;0,89999997615814209;"Postivo"
188;1737;"es";0,89999997615814209;0,89999997615814209;"Postivo"
191;1755;"es";0,89999997615814209;0,89999997615814209;"Postivo"
192;1763;"es";0,89999997615814209;0,89999997615814209;"Postivo"
193;1767;"es";0,89999997615814209;0,89999997615814209;"Postivo"
195;1779;"es";0,89999997615814209;0,89999997615814209;"Postivo"
199;1801;"es";0,89999997615814209;0,89999997615814209;"Postivo"
200;1805;"es";0,89999997615814209;0,89999997615814209;"Postivo"
204;1833;"es";0,89999997615814209;0,89999997615814209;"Postivo"
207;1855;"es";0,89999997615814209;0,89999997615814209;"Postivo"
209;1864;"es";0,89999997615814209;0,89999997615814209;"Postivo"
210;1873;"es";0,89999997615814209;0,89999997615814209;"Postivo"
212;1887;"es";0,89999997615814209;0,89999997615814209;"Postivo"
214;1901;"es";0,89999997615814209;0,89999997615814209;"Postivo"
215;1905;"es";0,89999997615814209;0,89999997615814209;"Postivo"
216;1913;"es";0,89999997615814209;0,89999997615814209;"Postivo"
217;1921;"es";0,89999997615814209;0,89999997615814209;"Postivo"
219;1933;"es";0,89999997615814209;0,89999997615814209;"Postivo"
220;1942;"es";0,89999997615814209;0,89999997615814209;"Postivo"
221;1957;"es";0,89999997615814209;0,89999997615814209;"Postivo"
222;1963;"es";0,89999997615814209;0,89999997615814209;"Postivo"
224;1971;"es";0,89999997615814209;0,89999997615814209;"Postivo"
225;1975;"es";0,89999997615814209;0,89999997615814209;"Postivo"
226;1983;"es";0,89999997615814209;0,89999997615814209;"Postivo"
230;2009;"es";0,89999997615814209;0,89999997615814209;"Postivo"
236;2046;"es";0,89999997615814209;0,89999997615814209;"Postivo"
237;2054;"es";0,89999997615814209;0,89999997615814209;"Postivo"
238;2060;"es";0,89999997615814209;0,89999997615814209;"Postivo"
240;2074;"es";0,89999997615814209;0,89999997615814209;"Postivo"
242;2086;"es";0,89999997615814209;0,89999997615814209;"Postivo"
245;2107;"es";0,89999997615814209;0,89999997615814209;"Postivo"
246;2111;"es";0,89999997615814209;0,89999997615814209;"Postivo"
247;2119;"es";0,89999997615814209;0,89999997615814209;"Postivo"
249;2130;"es";0,89999997615814209;0,89999997615814209;"Postivo"
250;2139;"es";0,89999997615814209;0,89999997615814209;"Postivo"
251;2143;"es";0,89999997615814209;0,89999997615814209;"Postivo"
252;2151;"es";0,89999997615814209;0,89999997615814209;"Postivo"
255;2167;"es";0,89999997615814209;0,89999997615814209;"Postivo"
256;2172;"es";0,89999997615814209;0,89999997615814209;"Postivo"
261;2205;"es";0,89999997615814209;0,89999997615814209;"Postivo"
262;2209;"es";0,89999997615814209;0,89999997615814209;"Postivo"
265;2227;"es";0,89999997615814209;0,89999997615814209;"Postivo"
269;2254;"es";0,89999997615814209;0,89999997615814209;"Postivo"
270;2262;"es";0,89999997615814209;0,89999997615814209;"Postivo"
271;2266;"es";0,89999997615814209;0,89999997615814209;"Postivo"
272;2270;"es";0,89999997615814209;0,89999997615814209;"Postivo"
273;2278;"es";0,89999997615814209;0,89999997615814209;"Postivo"
274;2282;"es";0,89999997615814209;0,89999997615814209;"Postivo"
275;2286;"es";0,89999997615814209;0,89999997615814209;"Postivo"
276;2295;"es";0,89999997615814209;0,89999997615814209;"Postivo"
281;2333;"es";0,89999997615814209;0,89999997615814209;"Postivo"
282;2339;"es";0,89999997615814209;0,89999997615814209;"Postivo"
284;2351;"es";0,89999997615814209;0,89999997615814209;"Postivo"
285;2359;"es";0,89999997615814209;0,89999997615814209;"Postivo"
287;2371;"es";0,89999997615814209;0,89999997615814209;"Postivo"
288;2375;"es";0,89999997615814209;0,89999997615814209;"Postivo"
290;2383;"es";0,89999997615814209;0,89999997615814209;"Postivo"
292;2395;"es";0,89999997615814209;0,89999997615814209;"Postivo"
293;2399;"es";0,89999997615814209;0,89999997615814209;"Postivo"
303;2462;"es";0,89999997615814209;0,89999997615814209;"Postivo"
304;2468;"es";0,89999997615814209;0,89999997615814209;"Postivo"
305;2472;"es";0,89999997615814209;0,89999997615814209;"Postivo"
310;2511;"es";0,89999997615814209;0,89999997615814209;"Postivo"
311;2519;"es";0,89999997615814209;0,89999997615814209;"Postivo"
315;2541;"es";0,89999997615814209;0,89999997615814209;"Postivo"
325;2603;"es";0,89999997615814209;0,89999997615814209;"Postivo"
327;2611;"es";0,89999997615814209;0,89999997615814209;"Postivo"
328;2619;"es";0,89999997615814209;0,89999997615814209;"Postivo"
329;2623;"es";0,89999997615814209;0,89999997615814209;"Postivo"
332;2635;"es";0,89999997615814209;0,89999997615814209;"Postivo"
334;2643;"es";0,89999997615814209;0,89999997615814209;"Postivo"
335;2647;"es";0,89999997615814209;0,89999997615814209;"Postivo"
336;2655;"es";0,89999997615814209;0,89999997615814209;"Postivo"
337;2664;"es";0,89999997615814209;0,89999997615814209;"Postivo"
338;2672;"es";0,89999997615814209;0,89999997615814209;"Postivo"
340;2684;"es";0,89999997615814209;0,89999997615814209;"Postivo"
342;2692;"es";0,89999997615814209;0,89999997615814209;"Postivo"
351;2760;"es";0,89999997615814209;0,89999997615814209;"Postivo"
364;2813;"es";0,89999997615814209;0,89999997615814209;"Postivo"
366;2821;"es";0,89999997615814209;0,89999997615814209;"Postivo"
367;2829;"es";0,89999997615814209;0,89999997615814209;"Postivo"
369;2845;"es";0,89999997615814209;0,89999997615814209;"Postivo"
371;2857;"es";0,89999997615814209;0,89999997615814209;"Postivo"
372;2861;"es";0,89999997615814209;0,89999997615814209;"Postivo"
373;2870;"es";0,89999997615814209;0,89999997615814209;"Postivo"
374;2874;"es";0,89999997615814209;0,89999997615814209;"Postivo"
375;2878;"es";0,89999997615814209;0,89999997615814209;"Postivo"
377;2892;"es";0,89999997615814209;0,89999997615814209;"Postivo"
380;2904;"es";0,89999997615814209;0,89999997615814209;"Postivo"
381;2916;"es";0,89999997615814209;0,89999997615814209;"Postivo"
384;2930;"es";0,89999997615814209;0,89999997615814209;"Postivo"
407;3035;"es";0,89999997615814209;0,89999997615814209;"Postivo"
408;3041;"es";0,89999997615814209;0,89999997615814209;"Postivo"
409;3045;"es";0,89999997615814209;0,89999997615814209;"Postivo"
410;3049;"es";0,89999997615814209;0,89999997615814209;"Postivo"
414;3075;"es";0,89999997615814209;0,89999997615814209;"Postivo"
423;3126;"es";0,89999997615814209;0,89999997615814209;"Postivo"
424;3134;"es";0,89999997615814209;0,89999997615814209;"Postivo"
425;3138;"es";0,89999997615814209;0,89999997615814209;"Postivo"
426;3142;"es";0,89999997615814209;0,89999997615814209;"Postivo"
427;3150;"es";0,89999997615814209;0,89999997615814209;"Postivo"
428;3154;"es";0,89999997615814209;0,89999997615814209;"Postivo"
430;3171;"es";0,89999997615814209;0,89999997615814209;"Postivo"
432;3179;"es";0,89999997615814209;0,89999997615814209;"Postivo"
433;3183;"es";0,89999997615814209;0,89999997615814209;"Postivo"
438;3216;"es";0,89999997615814209;0,89999997615814209;"Postivo"
439;3220;"es";0,89999997615814209;0,89999997615814209;"Postivo"
440;3224;"es";0,89999997615814209;0,89999997615814209;"Postivo"
441;3230;"es";0,89999997615814209;0,89999997615814209;"Postivo"
443;3243;"es";0,89999997615814209;0,89999997615814209;"Postivo"
446;3267;"es";0,89999997615814209;0,89999997615814209;"Postivo"
447;3276;"es";0,89999997615814209;0,89999997615814209;"Postivo"
448;3285;"es";0,89999997615814209;0,89999997615814209;"Postivo"
449;3293;"es";0,89999997615814209;0,89999997615814209;"Postivo"
451;3301;"es";0,89999997615814209;0,89999997615814209;"Postivo"
452;3310;"es";0,89999997615814209;0,89999997615814209;"Postivo"
453;3314;"es";0,89999997615814209;0,89999997615814209;"Postivo"
454;3318;"es";0,89999997615814209;0,89999997615814209;"Postivo"
456;3326;"es";0,89999997615814209;0,89999997615814209;"Postivo"
457;3332;"es";0,89999997615814209;0,89999997615814209;"Postivo"
458;3336;"es";0,89999997615814209;0,89999997615814209;"Postivo"
460;3346;"es";0,89999997615814209;0,89999997615814209;"Postivo"
462;3361;"es";0,89999997615814209;0,89999997615814209;"Postivo"
468;3391;"es";0,89999997615814209;0,89999997615814209;"Postivo"
471;3408;"es";0,89999997615814209;0,89999997615814209;"Postivo"
472;3412;"es";0,89999997615814209;0,89999997615814209;"Postivo"
473;3416;"es";0,89999997615814209;0,89999997615814209;"Postivo"
474;3425;"es";0,89999997615814209;0,89999997615814209;"Postivo"
475;3429;"es";0,89999997615814209;0,89999997615814209;"Postivo"
476;3437;"es";0,89999997615814209;0,89999997615814209;"Postivo"
477;3443;"es";0,89999997615814209;0,89999997615814209;"Postivo"
478;3447;"es";0,89999997615814209;0,89999997615814209;"Postivo"
479;3451;"es";0,89999997615814209;0,89999997615814209;"Postivo"
480;3459;"es";0,89999997615814209;0,89999997615814209;"Postivo"
481;3463;"es";0,89999997615814209;0,89999997615814209;"Postivo"
482;3467;"es";0,89999997615814209;0,89999997615814209;"Postivo"
484;3479;"es";0,89999997615814209;0,89999997615814209;"Postivo"
487;3495;"es";0,89999997615814209;0,89999997615814209;"Postivo"
489;3509;"es";0,89999997615814209;0,89999997615814209;"Postivo"
491;3521;"es";0,89999997615814209;0,89999997615814209;"Postivo"
492;3525;"es";0,89999997615814209;0,89999997615814209;"Postivo"
493;3529;"es";0,89999997615814209;0,89999997615814209;"Postivo"
495;3541;"es";0,89999997615814209;0,89999997615814209;"Postivo"
498;3557;"es";0,89999997615814209;0,89999997615814209;"Postivo"
499;3561;"es";0,89999997615814209;0,89999997615814209;"Postivo"
503;3577;"es";0,89999997615814209;0,89999997615814209;"Postivo"
505;3590;"es";0,89999997615814209;0,89999997615814209;"Postivo"
506;3594;"es";0,89999997615814209;0,89999997615814209;"Postivo"
507;3599;"es";0,89999997615814209;0,89999997615814209;"Postivo"
511;3624;"es";0,89999997615814209;0,89999997615814209;"Postivo"
513;3632;"es";0,89999997615814209;0,89999997615814209;"Postivo"
514;3638;"es";0,89999997615814209;0,89999997615814209;"Postivo"
515;3644;"es";0,89999997615814209;0,89999997615814209;"Postivo"
516;3653;"es";0,89999997615814209;0,89999997615814209;"Postivo"
517;3662;"es";0,89999997615814209;0,89999997615814209;"Postivo"
518;3666;"es";0,89999997615814209;0,89999997615814209;"Postivo"
519;3674;"es";0,89999997615814209;0,89999997615814209;"Postivo"
523;3696;"es";0,89999997615814209;0,89999997615814209;"Postivo"
524;3700;"es";0,89999997615814209;0,89999997615814209;"Postivo"
525;3704;"es";0,89999997615814209;0,89999997615814209;"Postivo"
529;3725;"es";0,89999997615814209;0,89999997615814209;"Postivo"
531;3737;"es";0,89999997615814209;0,89999997615814209;"Postivo"
532;3742;"es";0,89999997615814209;0,89999997615814209;"Postivo"
533;3746;"es";0,89999997615814209;0,89999997615814209;"Postivo"
536;3763;"es";0,89999997615814209;0,89999997615814209;"Postivo"
537;3771;"es";0,89999997615814209;0,89999997615814209;"Postivo"
538;3786;"es";0,89999997615814209;0,89999997615814209;"Postivo"
541;3806;"es";0,89999997615814209;0,89999997615814209;"Postivo"
542;3810;"es";0,89999997615814209;0,89999997615814209;"Postivo"
544;3822;"es";0,89999997615814209;0,89999997615814209;"Postivo"
545;3828;"es";0,89999997615814209;0,89999997615814209;"Postivo"
546;3832;"es";0,89999997615814209;0,89999997615814209;"Postivo"
549;3844;"es";0,89999997615814209;0,89999997615814209;"Postivo"
550;3848;"es";0,89999997615814209;0,89999997615814209;"Postivo"
551;3856;"es";0,89999997615814209;0,89999997615814209;"Postivo"
556;3886;"es";0,89999997615814209;0,89999997615814209;"Postivo"
558;3894;"es";0,89999997615814209;0,89999997615814209;"Postivo"
559;3903;"es";0,89999997615814209;0,89999997615814209;"Postivo"
561;3917;"es";0,89999997615814209;0,89999997615814209;"Postivo"
563;3930;"es";0,89999997615814209;0,89999997615814209;"Postivo"
565;3938;"es";0,89999997615814209;0,89999997615814209;"Postivo"
566;3942;"es";0,89999997615814209;0,89999997615814209;"Postivo"
567;3946;"es";0,89999997615814209;0,89999997615814209;"Postivo"
568;3955;"es";0,89999997615814209;0,89999997615814209;"Postivo"
571;3973;"es";0,89999997615814209;0,89999997615814209;"Postivo"
572;3977;"es";0,89999997615814209;0,89999997615814209;"Postivo"
574;3989;"es";0,89999997615814209;0,89999997615814209;"Postivo"
575;3993;"es";0,89999997615814209;0,89999997615814209;"Postivo"
579;4011;"es";0,89999997615814209;0,89999997615814209;"Postivo"
582;4025;"es";0,89999997615814209;0,89999997615814209;"Postivo"
583;4029;"es";0,89999997615814209;0,89999997615814209;"Postivo"
584;4037;"es";0,89999997615814209;0,89999997615814209;"Postivo"
585;4043;"es";0,89999997615814209;0,89999997615814209;"Postivo"
587;4051;"es";0,89999997615814209;0,89999997615814209;"Postivo"
591;4072;"es";0,89999997615814209;0,89999997615814209;"Postivo"
592;4076;"es";0,89999997615814209;0,89999997615814209;"Postivo"
593;4082;"es";0,89999997615814209;0,89999997615814209;"Postivo"
595;4092;"es";0,89999997615814209;0,89999997615814209;"Postivo"
597;4108;"es";0,89999997615814209;0,89999997615814209;"Postivo"
598;4112;"es";0,89999997615814209;0,89999997615814209;"Postivo"
599;4116;"es";0,89999997615814209;0,89999997615814209;"Postivo"
600;4120;"es";0,89999997615814209;0,89999997615814209;"Postivo"
601;4124;"es";0,89999997615814209;0,89999997615814209;"Postivo"
606;4157;"es";0,89999997615814209;0,89999997615814209;"Postivo"
607;4165;"es";0,89999997615814209;0,89999997615814209;"Postivo"
608;4173;"es";0,89999997615814209;0,89999997615814209;"Postivo"
609;4182;"es";0,89999997615814209;0,89999997615814209;"Postivo"
611;4199;"es";0,89999997615814209;0,89999997615814209;"Postivo"
613;4212;"es";0,89999997615814209;0,89999997615814209;"Postivo"
614;4221;"es";0,89999997615814209;0,89999997615814209;"Postivo"
617;4237;"es";0,89999997615814209;0,89999997615814209;"Postivo"
618;4243;"es";0,89999997615814209;0,89999997615814209;"Postivo"
623;4275;"es";0,89999997615814209;0,89999997615814209;"Postivo"
625;4287;"es";0,89999997615814209;0,89999997615814209;"Postivo"
626;4291;"es";0,89999997615814209;0,89999997615814209;"Postivo"
628;4299;"es";0,89999997615814209;0,89999997615814209;"Postivo"
629;4304;"es";0,89999997615814209;0,89999997615814209;"Postivo"
630;4308;"es";0,89999997615814209;0,89999997615814209;"Postivo"
631;4314;"es";0,89999997615814209;0,89999997615814209;"Postivo"
632;4322;"es";0,89999997615814209;0,89999997615814209;"Postivo"
633;4326;"es";0,89999997615814209;0,89999997615814209;"Postivo"
635;4339;"es";0,89999997615814209;0,89999997615814209;"Postivo"
637;4351;"es";0,89999997615814209;0,89999997615814209;"Postivo"
638;4360;"es";0,89999997615814209;0,89999997615814209;"Postivo"
639;4364;"es";0,89999997615814209;0,89999997615814209;"Postivo"
640;4370;"es";0,89999997615814209;0,89999997615814209;"Postivo"
641;4375;"es";0,89999997615814209;0,89999997615814209;"Postivo"
643;4388;"es";0,89999997615814209;0,89999997615814209;"Postivo"
646;4407;"es";0,89999997615814209;0,89999997615814209;"Postivo"
648;4417;"es";0,89999997615814209;0,89999997615814209;"Postivo"
652;4437;"es";0,89999997615814209;0,89999997615814209;"Postivo"
653;4441;"es";0,89999997615814209;0,89999997615814209;"Postivo"
654;4445;"es";0,89999997615814209;0,89999997615814209;"Postivo"
655;4455;"es";0,89999997615814209;0,89999997615814209;"Postivo"
657;4463;"es";0,89999997615814209;0,89999997615814209;"Postivo"
658;4467;"es";0,89999997615814209;0,89999997615814209;"Postivo"
659;4473;"es";0,89999997615814209;0,89999997615814209;"Postivo"
660;4482;"es";0,89999997615814209;0,89999997615814209;"Postivo"
661;4490;"es";0,89999997615814209;0,89999997615814209;"Postivo"
662;4498;"es";0,89999997615814209;0,89999997615814209;"Postivo"
664;4510;"es";0,89999997615814209;0,89999997615814209;"Postivo"
668;4530;"es";0,89999997615814209;0,89999997615814209;"Postivo"
669;4536;"es";0,89999997615814209;0,89999997615814209;"Postivo"
671;4548;"es";0,89999997615814209;0,89999997615814209;"Postivo"
672;4552;"es";0,89999997615814209;0,89999997615814209;"Postivo"
674;4566;"es";0,89999997615814209;0,89999997615814209;"Postivo"
675;4572;"es";0,89999997615814209;0,89999997615814209;"Postivo"
677;4588;"es";0,89999997615814209;0,89999997615814209;"Postivo"
679;4596;"es";0,89999997615814209;0,89999997615814209;"Postivo"
680;4600;"es";0,89999997615814209;0,89999997615814209;"Postivo"
681;4604;"es";0,89999997615814209;0,89999997615814209;"Postivo"
683;4618;"es";0,89999997615814209;0,89999997615814209;"Postivo"
684;4622;"es";0,89999997615814209;0,89999997615814209;"Postivo"
685;4626;"es";0,89999997615814209;0,89999997615814209;"Postivo"
686;4635;"es";0,89999997615814209;0,89999997615814209;"Postivo"
687;4639;"es";0,89999997615814209;0,89999997615814209;"Postivo"
690;4651;"es";0,89999997615814209;0,89999997615814209;"Postivo"
692;4659;"es";0,89999997615814209;0,89999997615814209;"Postivo"
693;4667;"es";0,89999997615814209;0,89999997615814209;"Postivo"
694;4671;"es";0,89999997615814209;0,89999997615814209;"Postivo"
695;4675;"es";0,89999997615814209;0,89999997615814209;"Postivo"
697;4689;"es";0,89999997615814209;0,89999997615814209;"Postivo"
698;4693;"es";0,89999997615814209;0,89999997615814209;"Postivo"
700;4707;"es";0,89999997615814209;0,89999997615814209;"Postivo"
701;4713;"es";0,89999997615814209;0,89999997615814209;"Postivo"
702;4717;"es";0,89999997615814209;0,89999997615814209;"Postivo"
707;4746;"es";0,89999997615814209;0,89999997615814209;"Postivo"
708;4750;"es";0,89999997615814209;0,89999997615814209;"Postivo"
709;4758;"es";0,89999997615814209;0,89999997615814209;"Postivo"
710;4762;"es";0,89999997615814209;0,89999997615814209;"Postivo"
714;4787;"es";0,89999997615814209;0,89999997615814209;"Postivo"
715;4791;"es";0,89999997615814209;0,89999997615814209;"Postivo"
716;4801;"es";0,89999997615814209;0,89999997615814209;"Postivo"
719;4815;"es";0,89999997615814209;0,89999997615814209;"Postivo"
722;4836;"es";0,89999997615814209;0,89999997615814209;"Postivo"
723;4842;"es";0,89999997615814209;0,89999997615814209;"Postivo"
724;4846;"es";0,89999997615814209;0,89999997615814209;"Postivo"
726;4854;"es";0,89999997615814209;0,89999997615814209;"Postivo"
727;4862;"es";0,89999997615814209;0,89999997615814209;"Postivo"
729;4871;"es";0,89999997615814209;0,89999997615814209;"Postivo"
730;4879;"es";0,89999997615814209;0,89999997615814209;"Postivo"
731;4887;"es";0,89999997615814209;0,89999997615814209;"Postivo"
732;4893;"es";0,89999997615814209;0,89999997615814209;"Postivo"
733;4897;"es";0,89999997615814209;0,89999997615814209;"Postivo"
734;4901;"es";0,89999997615814209;0,89999997615814209;"Postivo"
735;4905;"es";0,89999997615814209;0,89999997615814209;"Postivo"
741;4937;"es";0,89999997615814209;0,89999997615814209;"Postivo"
742;4943;"es";0,89999997615814209;0,89999997615814209;"Postivo"
743;4947;"es";0,89999997615814209;0,89999997615814209;"Postivo"
744;4951;"es";0,89999997615814209;0,89999997615814209;"Postivo"
745;4957;"es";0,89999997615814209;0,89999997615814209;"Postivo"
746;4961;"es";0,89999997615814209;0,89999997615814209;"Postivo"
751;4996;"es";0,89999997615814209;0,89999997615814209;"Postivo"
755;5024;"es";0,89999997615814209;0,89999997615814209;"Postivo"
758;5046;"es";0,89999997615814209;0,89999997615814209;"Postivo"
759;5054;"es";0,89999997615814209;0,89999997615814209;"Postivo"
760;5060;"es";0,89999997615814209;0,89999997615814209;"Postivo"
761;5069;"es";0,89999997615814209;0,89999997615814209;"Postivo"
762;5078;"es";0,89999997615814209;0,89999997615814209;"Postivo"
767;5111;"es";0,89999997615814209;0,89999997615814209;"Postivo"
770;5128;"es";0,89999997615814209;0,89999997615814209;"Postivo"
771;5132;"es";0,89999997615814209;0,89999997615814209;"Postivo"
772;5136;"es";0,89999997615814209;0,89999997615814209;"Postivo"
774;5144;"es";0,89999997615814209;0,89999997615814209;"Postivo"
775;5148;"es";0,89999997615814209;0,89999997615814209;"Postivo"
776;5152;"es";0,89999997615814209;0,89999997615814209;"Postivo"
779;5169;"es";0,89999997615814209;0,89999997615814209;"Postivo"
780;5175;"es";0,89999997615814209;0,89999997615814209;"Postivo"
781;5184;"es";0,89999997615814209;0,89999997615814209;"Postivo"
782;5187;"es";0,89999997615814209;0,89999997615814209;"Postivo"
784;5205;"es";0,89999997615814209;0,89999997615814209;"Postivo"
785;5209;"es";0,89999997615814209;0,89999997615814209;"Postivo"
786;5213;"es";0,89999997615814209;0,89999997615814209;"Postivo"
787;5222;"es";0,89999997615814209;0,89999997615814209;"Postivo"
788;5231;"es";0,89999997615814209;0,89999997615814209;"Postivo"
789;5237;"es";0,89999997615814209;0,89999997615814209;"Postivo"
790;5243;"es";0,89999997615814209;0,89999997615814209;"Postivo"
792;5255;"es";0,89999997615814209;0,89999997615814209;"Postivo"
799;5307;"es";0,89999997615814209;0,89999997615814209;"Postivo"
800;5315;"es";0,89999997615814209;0,89999997615814209;"Postivo"
801;5323;"es";0,89999997615814209;0,89999997615814209;"Postivo"
802;5327;"es";0,89999997615814209;0,89999997615814209;"Postivo"
804;5335;"es";0,89999997615814209;0,89999997615814209;"Postivo"
807;5357;"es";0,89999997615814209;0,89999997615814209;"Postivo"
809;5365;"es";0,89999997615814209;0,89999997615814209;"Postivo"
812;5386;"es";0,89999997615814209;0,89999997615814209;"Postivo"
814;5403;"es";0,89999997615814209;0,89999997615814209;"Postivo"
816;5414;"es";0,89999997615814209;0,89999997615814209;"Postivo"
819;5432;"es";0,89999997615814209;0,89999997615814209;"Postivo"
822;5444;"es";0,89999997615814209;0,89999997615814209;"Postivo"
823;5449;"es";0,89999997615814209;0,89999997615814209;"Postivo"
824;5453;"es";0,89999997615814209;0,89999997615814209;"Postivo"
825;5457;"es";0,89999997615814209;0,89999997615814209;"Postivo"
829;5477;"es";0,89999997615814209;0,89999997615814209;"Postivo"
831;5491;"es";0,89999997615814209;0,89999997615814209;"Postivo"
834;5507;"es";0,89999997615814209;0,89999997615814209;"Postivo"
835;5511;"es";0,89999997615814209;0,89999997615814209;"Postivo"
836;5520;"es";0,89999997615814209;0,89999997615814209;"Postivo"
837;5524;"es";0,89999997615814209;0,89999997615814209;"Postivo"
838;5532;"es";0,89999997615814209;0,89999997615814209;"Postivo"
839;5538;"es";0,89999997615814209;0,89999997615814209;"Postivo"
840;5544;"es";0,89999997615814209;0,89999997615814209;"Postivo"
841;5552;"es";0,89999997615814209;0,89999997615814209;"Postivo"
843;5560;"es";0,89999997615814209;0,89999997615814209;"Postivo"
845;5573;"es";0,89999997615814209;0,89999997615814209;"Postivo"
846;5579;"es";0,89999997615814209;0,89999997615814209;"Postivo"
847;5584;"es";0,89999997615814209;0,89999997615814209;"Postivo"
848;5590;"es";0,89999997615814209;0,89999997615814209;"Postivo"
850;5604;"es";0,89999997615814209;0,89999997615814209;"Postivo"
852;5645;"es";0,89999997615814209;0,89999997615814209;"Postivo"
